51,●継続 企画提案訪問の高速料金,企画訪問,3,1,8,0,
52,●継続 企画提案訪問の駐車場代,企画訪問,3,1,8,0,
53,●継続 企画提案訪問資料の用紙代,企画訪問資料の用紙代,3,1,8,2,
54,●継続 最終振り返り訪問のガソリン代,最終振り返り訪問,3,1,8,0,
55,●継続 最終振り返り訪問のレンタカー代,最終振り返り訪問,3,1,8,0,
56,●継続 最終振り返り訪問の運賃,最終振り返り訪問,3,1,8,0,
57,●継続 最終振り返り訪問の高速料金,最終振り返り訪問,3,1,8,0,
58,●継続 最終振り返り訪問の駐車場代,最終振り返り訪問,3,1,8,0,
59,●継続 最終振り返り訪問資料の用紙代,最終振り返り訪問資料の用紙代,3,1,8,2,
60,●継続 中間振り返り訪問のガソリン代,中間振り返り訪問,3,1,8,0,
61,●継続 中間振り返り訪問のレンタカー代,中間振り返り訪問,3,1,8,0,
62,●継続 中間振り返り訪問の運賃,中間振り返り訪問,3,1,8,0,
63,●継続 中間振り返り訪問の高速料金,中間振り返り訪問,3,1,8,0,
64,●継続 中間振り返り訪問の駐車場代,中間振り返り訪問,3,1,8,0,
65,●継続 中間振り返り訪問資料の用紙代,中間振り返り訪問資料の用紙代,3,1,8,2,
66,〇〇参加のための運賃,〇〇参加のための交通費,8,,,,
67,10月の精算書の郵送,10月の精算書を郵送するための通信費,9,0,1,1,
68,11月の精算書の郵送,11月の精算書を郵送するための通信費,9,0,1,1,
69,12月の精算書の郵送,12月の精算書を郵送するための通信費,9,0,1,1,
70,13月の精算書の郵送,13月の精算書を郵送するための通信費,9,0,1,1,
71,14月の精算書の郵送,14月の精算書を郵送するための通信費,9,0,1,1,
72,15月の精算書の郵送,15月の精算書を郵送するための通信費,9,0,1,1,
73,16月の精算書の郵送,16月の精算書を郵送するための通信費,9,0,1,1,
74,17月の精算書の郵送,17月の精算書を郵送するための通信費,9,0,1,1,
75,18月の精算書の郵送,18月の精算書を郵送するための通信費,9,0,1,1,
76,19月の精算書の郵送,19月の精算書を郵送するための通信費,9,0,1,1,
77,20月の精算書の郵送,20月の精算書を郵送するための通信費,9,0,1,1,
78,21月の精算書の郵送,21月の精算書を郵送するための通信費,9,0,1,1,
79,JCのイベントのガソリン代,他団体交流,8,0,1,0,
80,JCのイベントのレンタカー代,他団体交流,8,0,1,0,
81,JCのイベントの運賃,他団体交流,8,0,1,0,
82,JCのイベントの高速料金,他団体交流,8,0,1,0,
83,JCのイベントの駐車場代,他団体交流,8,0,1,0,
84,MTG資料の印刷代,定例MTG資料の印刷代,1,0,0,4,
85,MTG資料の用紙代,定例MTG資料の用紙代,1,0,0,2,
86,MTGのガソリン代,支部MTG,1,0,0,0,
87,MTGのレンタカー代,支部MTG,1,0,0,0,
88,MTGの運賃,支部MTG,1,0,0,0,
89,MTGの会場費,MTG,1,0,0,5,
90,MTGの高速料金,支部MTG,1,0,0,0,
91,MTGの駐車場代,支部MTG,1,0,0,0,
92,MTGの電気代,MTG会場の電気代,1,0,0,8,
93,OBOG会のガソリン代,OBOG会,4,1,15,0,
94,OBOG会のレンタカー代,OBOG会,4,1,15,0,
95,OBOG会の運賃,OBOG会,4,1,15,0,
96,OBOG会の高速料金,OBOG会,4,1,15,0,
97,OBOG会の駐車場代,OBOG会,4,1,15,0,
98,OBOG会資料の印刷代,OBOG会資料の印刷代,5,1,15,4,
99,OBOG会資料の用紙代,OBOG会資料の用紙代,5,1,15,2,
100,OBOG会の備品のレンタル代,OBOG会の備品のレンタル代,4,1,15,6,
101,OBOG会の会場費,OBOG会の会場費,4,1,15,5,
102,OBOG会の備品代(内容),OBOG会の備品代(内容),4,1,15,2,
103,OBOG会会場の電気代,OBOG会会場の電気代,4,1,15,5,
104,OBOG会資料印刷のガソリン代,OBOG会資料輪転,5,1,14,0,
105,OBOG会資料印刷のレンタカー代,OBOG会資料輪転,5,1,14,0,
106,OBOG会資料印刷の運賃,OBOG会資料輪転,5,1,14,0,
107,OBOG会資料印刷の高速料金,OBOG会資料輪転,5,1,14,0,
108,OBOG会資料印刷の駐車場代,OBOG会資料輪転,5,1,14,0,
109,一次選考資料の印刷代,一次選考会資料の印刷代,2,1,5,4,
110,一次選考会のガソリン代,選考会,2,1,5,0,
111,一次選考会のレンタカー代,選考会,2,1,5,0,
112,一次選考会の運賃,選考会,2,1,5,0,
113,一次選考会の高速料金,選考会,2,1,5,0,
114,一次選考会の駐車場代,選考会,2,1,5,0,
115,一次選考会資料の用紙代,選考会資料の用紙代,2,1,5,2,
116,イベント営業のガソリン代,イベント営業,6,0,16,0,
117,イベント営業のレンタカー代,イベント営業,6,0,16,0,
118,イベント営業の運賃,イベント営業,6,0,16,0,
119,イベント営業の高速料金,イベント営業,6,0,16,0,
120,イベント営業の駐車場代,イベント営業,6,0,16,0,
121,受入承諾書回収の切手,受入承諾書回収の切手代,2,1,6,1,
122,受入承諾書の本部への郵送,受入承諾書を本部に郵送するための通信費,9,0,1,1,
123,受入訪問の運賃,受入訪問,6,0,16,0,
124,受入訪問のガソリン代,受入訪問,6,0,16,0,
125,受入訪問のレンタカー代,受入訪問,6,0,16,0,
126,受入訪問の高速料金,受入訪問,6,0,16,0,
127,受入訪問の駐車場代,受入訪問,6,0,16,0,
128,営業資料の印刷代,営業資料の印刷代,6,0,16,4,
129,営業資料の用紙代,営業資料の用紙代,6,0,16,2,
130,オリエン資料印刷のガソリン代,オリエンーション資料輪転,5,1,12,0,
131,オリエン資料印刷のレンタカー代,オリエンーション資料輪転,5,1,12,0,
132,オリエン資料印刷の運賃,オリエンーション資料輪転,5,1,12,0,
133,オリエン資料印刷の高速料金,オリエンーション資料輪転,5,1,12,0,
134,オリエン資料印刷の駐車場代,オリエンーション資料輪転,5,1,12,0,
135,オリエン資料の印刷代,オリエンーション資料の印刷代,5,1,12,4,
136,オリエン資料の用紙代,オリエンーション資料の用紙代,5,1,12,2,
137,オリエンーション資料の印刷代,オリエンーション資料の印刷代,6,0,16,4,
138,オリエンーション資料の用紙代,オリエンーション資料の用紙代,6,0,16,2,
139,オリエンーションのガソリン代,オリエンーション,6,0,16,0,
140,オリエンーションのレンタカー代,オリエンーション,6,0,16,0,
141,オリエンーションの運賃,オリエンーション,6,0,16,0,
142,オリエンーションの会場代,オリエンーション,6,0,16,5,
143,オリエンーションの高速料金,オリエンーション,6,0,16,0,
144,オリエンーションの駐車場代,オリエンーション,6,0,16,0,
145,オリエンのガソリン代,オリエンーション,4,1,12,0,
146,オリエンの備品のレンタル代,オリエンーションで資料する備品のレンタル費,4,1,12,6,
147,オリエンのレンタカー代,オリエンーション,4,1,12,0,
148,オリエンの運賃,オリエンーション,4,1,12,0,
149,オリエンの会場費,オリエンーション,4,1,12,5,
150,オリエンの高速料金,オリエンーション,4,1,12,0,
151,オリエンの駐車場代,オリエンーション,4,1,12,0,
152,オリエンの備品代(内容),オリエンーションで使用する備品代(内容),4,1,12,2,
153,オリエン会場の電気代,オリエンーション会場の電気代,4,1,12,5,
154,議員交流会資料印刷のガソリン代,議員交流会資料輪転,5,1,4,0,
155,議員交流会資料印刷のレンタカー代,議員交流会資料輪転,5,1,4,0,
156,議員交流会資料印刷の運賃,議員交流会資料輪転,5,1,4,0,
157,議員交流会資料印刷の高速料金,議員交流会資料輪転,5,1,4,0,
158,議員交流会資料印刷の駐車場代,議員交流会資料輪転,5,1,4,0,
159,議員交流会資料の用紙代,議員交流会資料の用紙代,5,1,4,2,
160,議員交流会で参加議員に出すお茶代,議員交流会で参加議員に出すお茶代,4,1,4,5,
161,議員交流会のガソリン代,議員交流会,4,1,4,0,
162,議員交流会のレンタカー代,議員交流会,4,1,4,0,
163,議員交流会の運賃,議員交流会,4,1,4,0,
164,議員交流会の高速料金,議員交流会,4,1,4,0,
165,議員交流会の駐車場代,議員交流会,4,1,4,0,
166,議員冊子の印刷代,スタッフ用議員冊子の印刷代,0,0,1,4,
167,議員冊子の用紙代,スタッフ用議員冊子の用紙代,0,0,1,4,
168,期初研修の会場費,期初研修,1,0,1,5,
169,期初研修のガソリン代,期初研修,1,0,1,0,
170,期初研修のレンタカー代,期初研修,1,0,1,0,
171,期初研修の運賃,期初研修,1,0,1,0,
172,期初研修の高速料金,期初研修,1,0,1,0,
173,期初研修の駐車場代,期初研修,1,0,1,0,
174,キックオフ資料の印刷代,キックオフ資料の印刷代,6,0,16,4,
175,キックオフ資料の印刷代,キックオフ資料の印刷代,7,3,12,4,
176,キックオフ資料の用紙代,キックオフ資料の用紙代,6,0,16,2,
177,キックオフ資料の用紙代,キックオフ,7,3,12,2,
178,キックオフのガソリン代,キックオフ,6,0,16,0,
179,キックオフのガソリン代,キックオフ,7,3,12,0,
180,キックオフの備品のレンタル代,キックオフの備品のレンタル代,7,3,12,6,
181,キックオフのレンタカー代,キックオフ,6,0,16,0,
182,キックオフのレンタカー代,キックオフ,7,3,12,0,
183,キックオフの運賃,キックオフ,6,0,16,0,
184,キックオフの運賃,キックオフ,7,3,12,0,
185,キックオフの会場費,キックオフの会場費,7,3,12,5,
186,キックオフの会場代,キックオフ,6,0,16,5,
187,キックオフの高速料金,キックオフ,6,0,16,0,
188,キックオフの高速料金,キックオフ,7,3,12,0,
189,キックオフの駐車場代,キックオフ,6,0,16,0,
190,キックオフの駐車場代,キックオフ,7,3,12,0,
191,キックオフの備品代(内容),キックオフの備品代,7,3,12,2,
192,キックオフ会場の電気代,キックオフ会場の電気代,7,3,12,5,
193,キックオフ資料印刷のガソリン代,キックオフ資料輪転,7,3,12,0,
194,キックオフ資料印刷のレンタカー代,キックオフ資料輪転,7,3,12,0,
195,キックオフ資料印刷の運賃,キックオフ資料輪転,7,3,12,0,
196,キックオフ資料印刷の高速料金,キックオフ資料輪転,7,3,12,0,
197,キックオフ資料印刷の駐車場代,キックオフ資料輪転,7,3,12,0,
198,協賛営業資料の印刷代,協賛営業資料の印刷代,8,0,1,4,
199,協賛営業のガソリン代@企業務,協賛営業,8,0,1,0,
200,協賛営業のレンタカー代@企業務,協賛営業,8,0,1,0,
201,協賛営業の運賃@企業務,協賛営業,8,0,1,0,
202,協賛営業の高速料金@企業務,協賛営業,8,0,1,0,
203,協賛営業の駐車場代@企業務,協賛営業,8,0,1,0,
204,クォータータイム①資料印刷の運賃,クォータータイム①資料輪転,7,3,13,,
205,クォータータイム①資料の印刷代,クォータータイム①資料の印刷代,7,3,13,4,
206,クォータータイム①の備品のレンタル代,クォータータイム①の備品のレンタル代,7,3,13,6,
207,クォータータイム①の運賃,クォータータイム①,7,3,13,,
208,クォータータイム①の会場費,クォータータイム①の会場費,7,3,13,5,
209,クォータータイム①の備品代(内容),クォータータイム①の備品代(内容),7,3,13,2,
210,クォータータイム①会場の電気代,クォータータイム①会場の電気代,7,3,13,5,
211,クォータータイム①資料の用紙代,クォータータイム①資料の用紙代,7,3,13,2,
212,クォータータイム②資料の印刷代,クォータータイム②資料の印刷代,7,3,13,4,
213,クォータータイム②のガソリン代,クォータータイム②,7,3,13,0,
214,クォータータイム②の備品のレンタル代,クォータータイム②の備品のレンタル代,7,3,13,6,
215,クォータータイム②のレンタカー代,クォータータイム②,7,3,13,0,
216,クォータータイム②の運賃,クォータータイム②,7,3,13,0,
217,クォータータイム②の会場費,クォータータイム②の会場費,7,3,13,5,
218,クォータータイム②の高速料金,クォータータイム②,7,3,13,0,
219,クォータータイム②の駐車場代,クォータータイム②,7,3,13,0,
220,クォータータイム②の備品代(内容),クォータータイム②の備品代(内容),7,3,13,2,
221,クォータータイム②会場の電気代,クォータータイム②会場の電気代,7,3,13,5,
222,クォータータイム②資料の用紙代,クォータータイム②資料の用紙代,7,3,13,2,
223,クォータータイム②資料印刷のガソリン代,クォータータイム②資料輪転,7,3,13,0,
224,クォータータイム②資料印刷のレンタカー代,クォータータイム②資料輪転,7,3,13,0,
225,クォータータイム②資料印刷の運賃,クォータータイム②資料輪転,7,3,13,0,
226,クォータータイム②資料印刷の高速料金,クォータータイム②資料輪転,7,3,13,0,
227,クォータータイム②資料印刷の駐車場代,クォータータイム②資料輪転,7,3,13,0,
228,高校営業のガソリン代,高校営業,6,0,16,0,
229,高校営業のレンタカー代,高校営業,6,0,16,0,
230,高校営業の運賃,高校営業,6,0,16,0,
231,高校営業の高速料金,高校営業,6,0,16,0,
232,高校営業の駐車場代,高校営業,6,0,16,0,
233,高校生用レクチャー資料の印刷代,高校生用レクチャー資料の印刷代,6,0,16,4,
234,高校生用レクチャー資料の用紙代,高校生用レクチャー資料の用紙代,6,0,16,2,
235,高校生用レクチャーのガソリン代,高校生用レクチャー,6,0,16,0,
236,高校生用レクチャーのレンタカー代,高校生用レクチャー,6,0,16,0,
237,高校生用レクチャーの運賃,高校生用レクチャー,6,0,16,0,
238,高校生用レクチャーの会場代,高校生用レクチャー,6,0,16,5,
239,高校生用レクチャーの高速料金,高校生用レクチャー,6,0,16,0,
240,高校生用レクチャーの駐車場代,高校生用レクチャー,6,0,16,0,
241,最終場告会のガソリン代,最終場告会,4,1,14,0,
242,最終場告会のレンタカー代,最終場告会,4,1,14,0,
243,最終場告会の運賃,最終場告会,4,1,14,0,
244,最終場告会の高速料金,最終場告会,4,1,14,0,
245,最終場告会の駐車場代,最終場告会,4,1,14,0,
246,最終場告会資料の印刷代,最終場告会資料の印刷代,6,0,16,4,
247,最終場告会資料の用紙代,最終場告会資料の用紙代,6,0,16,2,
248,最終場告会のガソリン代,最終場告会,6,0,16,0,
249,最終場告会のレンタカー代,最終場告会,6,0,16,0,
250,最終場告会の運賃,最終場告会,6,0,16,0,
251,最終場告会の会場代,最終場告会,6,0,16,5,
252,最終場告会の高速料金,最終場告会,6,0,16,0,
253,最終場告会の駐車場代,最終場告会,6,0,16,0,
254,最終場告会資料の用紙代,最終場告会資料の用紙代,5,1,14,2,
255,実地フォローのガソリン代,実地フォロー,6,0,16,0,
256,実地フォローのレンタカー代,実地フォロー,6,0,16,0,
257,実地フォローの運賃,実地フォロー,6,0,16,0,
258,実地フォローの高速料金,実地フォロー,6,0,16,0,
259,実地フォローの駐車場代,実地フォロー,6,0,16,0,
260,支部研修の会場費,支部研修,1,0,1,5,
261,支部研修のガソリン代,支部研修,1,0,1,0,
262,支部研修のレンタカー代,支部研修,1,0,1,0,
263,支部研修の運賃,支部研修,1,0,1,0,
264,支部研修の高速料金,支部研修,1,0,1,0,
265,支部研修の駐車場代,支部研修,1,0,1,0,
266,集客ビラの印刷代,学生集客に使うビラの印刷代,6,0,16,4,
267,集客ビラの印刷代,学生集客に使うビラの印刷代,0,1,2,4,
268,集客ビラの用紙代,学生集客に使うビラの用紙代,6,0,16,2,
269,集客ビラの用紙代,学生集客に使うビラの用紙代,0,1,2,2,
270,集客ポスターの印刷代,学生集客に使うポスターの印刷代,6,0,16,4,
271,集客ポスターの用紙代,学生集客に使うポスターの用紙代,6,0,16,2,
272,集客ポスターの印刷代,学生集客に使うポスターの印刷代,0,1,2,4,
273,授業告知の運賃,授業告知,0,1,2,0,
274,授業告知のガソリン代,授業告知,0,1,2,0,
275,授業告知のレンタカー代,授業告知,0,1,2,0,
276,授業告知の高速料金,授業告知,0,1,2,0,
277,授業告知の駐車場代,授業告知,0,1,2,0,
278,新人研修のガソリン代,新人スタッフ研修,1,0,1,0,
279,新人研修のレンタカー代,新人スタッフ研修,1,0,1,0,
280,新人研修の運賃,新人スタッフ研修,1,0,1,0,
281,新人研修の高速料金,新人スタッフ研修,1,0,1,0,
282,新人研修の駐車場代,新人スタッフ研修,1,0,1,0,
283,新人研修の会場費,新人スタッフ研修,1,0,1,5,
284,スタッフ会員費振込手数料,スタッフ会員費振込手数料,9,0,1,8,
285,スタ説資料印刷のガソリン代,スタッフ説明会資料輪転,9,0,1,0,
286,スタ説資料印刷のレンタカー代,スタッフ説明会資料輪転,9,0,1,0,
287,スタ説資料印刷の運賃,スタッフ説明会資料輪転,9,0,1,0,
288,スタ説資料印刷の高速料金,スタッフ説明会資料輪転,9,0,1,0,
289,スタ説資料印刷の駐車場代,スタッフ説明会資料輪転,9,0,1,0,
290,説明会資料の印刷代,説明会資料の印刷代,6,0,16,4,
291,説明会資料の印刷代,説明会資料の印刷代,0,1,3,4,
292,説明会資料の印刷代,説明会資料の印刷代,0,1,3,4,
293,説明会資料の用紙代,説明会資料の用紙代,6,0,16,2,
294,説明会のガソリン代,説明会,6,0,16,0,
295,説明会のレンタカー代,説明会,6,0,16,0,
296,説明会の運賃,説明会,6,0,16,0,
297,説明会の会場費,説明会,0,1,3,5,
298,説明会の高速料金,説明会,6,0,16,0,
299,説明会の駐車場代,説明会,6,0,16,0,
300,選考会の会場代,選考会,2,1,5,5,
301,選考会費振込手数料,選考会費振込手数料,9,0,1,8,
302,全社会のガソリン代,全社会,1,0,16,0,
303,全社会のレンタカー代,全社会,1,0,16,0,
304,全社会の運賃,全社会,1,0,16,0,
305,全社会の運賃,,8,,,,
306,全社会の高速料金,全社会,1,0,16,0,
307,全社会の駐車場代,全社会,1,0,16,0,
308,大学営業のガソリン代,大学営業,0,1,2,0,
309,大学営業のレンタカー代,大学営業,0,1,2,0,
310,大学営業の運賃,大学営業,0,1,2,0,
311,大学営業の高速料金,大学営業,0,1,2,0,
312,大学営業の駐車場代,大学営業,0,1,2,0,
313,代表選挙の会場費,代表選挙,1,0,1,5,
314,代表選挙のガソリン代,代表選挙,1,0,1,0,
315,代表選挙のレンタカー代,代表選挙,1,0,1,0,
316,代表選挙の運賃,代表選挙,1,0,1,0,
317,代表選挙の高速料金,代表選挙,1,0,1,0,
318,代表選挙の駐車場代,代表選挙,1,0,1,0,
319,地域予選のガソリン代,地域NO1イベント,7,3,14,0,
320,地域予選のレンタカー代,地域NO1イベント,7,3,14,0,
321,地域予選の運賃,地域NO1イベント,7,3,14,0,
322,地域予選の高速料金,地域NO1イベント,7,3,14,0,
323,地域予選の駐車場代,地域NO1イベント,7,3,14,0,
324,地域予選資料印刷のガソリン代,地域NO1イベント資料輪転,7,3,14,0,
325,地域予選資料印刷のレンタカー代,地域NO1イベント資料輪転,7,3,14,0,
326,地域予選資料印刷の運賃,地域NO1イベント資料輪転,7,3,14,0,
327,地域予選資料印刷の高速料金,地域NO1イベント資料輪転,7,3,14,0,
328,地域予選資料印刷の駐車場代,地域NO1イベント資料輪転,7,3,14,0,
329,中間支部研修の会場費,中間支部研修,1,0,1,5,
330,中間支部研修のガソリン代,中間支部研修,1,0,1,0,
331,中間支部研修のレンタカー代,中間支部研修,1,0,1,0,
332,中間支部研修の運賃,中間支部研修,1,0,1,0,
333,中間支部研修の高速料金,中間支部研修,1,0,1,0,
334,中間支部研修の駐車場代,中間支部研修,1,0,1,0,
335,中間事務局研修の運賃,,8,,,,
336,中間場告会資料印刷のガソリン代,中間場告会資料輪転,5,1,13,0,
337,中間場告会資料印刷のレンタカー代,中間場告会資料輪転,5,1,13,0,
338,中間場告会資料印刷の運賃,中間場告会資料輪転,5,1,13,0,
339,中間場告会資料印刷の高速料金,中間場告会資料輪転,5,1,13,0,
340,中間場告会資料印刷の駐車場代,中間場告会資料輪転,5,1,13,0,
341,中間場告会資料の印刷代,中間場告会資料の印刷代,6,0,16,4,
342,中間場告会資料の印刷代,中間場告会資料の印刷代,5,1,13,4,
343,中間場告会資料の用紙代,中間場告会資料の用紙代,5,1,13,2,
344,中間場告会資料の用紙代,中間場告会資料の用紙代,6,0,16,2,
345,中間場告会のガソリン代,中間報告会,4,1,13,0,
346,中間場告会のガソリン代,中間報告会,6,0,16,0,
347,中間場告会の備品のレンタル代,中間場告会で使用する備品のレンタル費,4,1,13,6,
348,中間場告会のレンタカー代,中間報告会,4,1,13,0,
349,中間場告会のレンタカー代,中間報告会,6,0,16,0,
350,中間場告会の運賃,中間報告会,4,1,13,0,
351,中間場告会の運賃,中間報告会,6,0,16,0,
352,中間場告会の会場費,中間報告会,4,1,13,5,
353,中間場告会の会場代,中間報告会,6,0,16,5,
354,中間場告会の高速料金,中間報告会,4,1,13,0,
355,中間場告会の高速料金,中間報告会,6,0,16,0,
356,中間場告会の駐車場代,中間報告会,4,1,13,0,
357,中間場告会の駐車場代,中間報告会,6,0,16,0,
358,中間場告会の備品代(内容),中間場告会で使用する備品代(内容),4,1,13,2,
359,二次選考資料の印刷代,二次選考資料の印刷代,2,1,6,4,
360,二次選考資料の用紙代,二次選考資料の用紙代,2,1,6,2,
361,二次選考会のガソリン代,二次選考,2,1,6,0,
362,二次選考会のレンタカー代,二次選考,2,1,6,0,
363,二次選考会の運賃,二次選考,2,1,6,0,
364,二次選考会の高速料金,二次選考,2,1,6,0,
365,二次選考会の駐車場代,二次選考,2,1,6,0,
366,ハーフタイム資料の印刷代,ハーフタイム資料の印刷代,7,3,13,4,
367,ハーフタイム資料の用紙代,ハーフタイム資料の用紙代,7,3,13,2,
368,ハーフタイムのガソリン代,ハーフタイム,7,3,13,0,
369,ハーフタイムの備品のレンタル代,ハーフタイムの備品のレンタル代,7,3,13,6,
370,ハーフタイムのレンタカー代,ハーフタイム,7,3,13,0,
371,ハーフタイムの運賃,ハーフタイム,7,3,13,0,
372,ハーフタイムの会場費,ハーフタイムの会場費,7,3,13,5,
373,ハーフタイムの高速料金,ハーフタイム,7,3,13,0,
374,ハーフタイムの駐車場代,ハーフタイム,7,3,13,0,
375,ハーフタイムの備品代(内容),ハーフタイムの備品代(内容),7,3,13,2,
376,ハーフタイム会場の電気代,ハーフタイム会場の電気代,7,3,13,5,
377,ハーフタイム資料印刷のガソリン代,ハーフタイム資料輪転,7,3,13,0,
378,ハーフタイム資料印刷のレンタカー代,ハーフタイム資料輪転,7,3,13,0,
379,ハーフタイム資料印刷の運賃,ハーフタイム資料輪転,7,3,13,0,
380,ハーフタイム資料印刷の高速料金,ハーフタイム資料輪転,7,3,13,0,
381,ハーフタイム資料印刷の駐車場代,ハーフタイム資料輪転,7,3,13,0,
382,ビジョン会議の運賃,,8,,,,
383,プレスリリースの為の印刷代,プレスリリースの為の印刷代,6,0,16,4,
384,プレリのための用紙代,プレスリリースの為の用紙代,6,0,16,2,
385,プロモ以外プレリ送付代(部数),プレスリリース送付代,8,,,,
386,プロモイベントプレリ送付代(部数),プレスリリース送付代,8,,,,
387,プロモイベントプレリの為の印刷費,プレスリリースの為の印刷費,8,,,,
388,プロモイベントプレリの為の用紙代,プレスリリースの為の用紙代,8,,,,
389,プロモイベントプレリの為の運賃,プレスリリースの為の交通費,8,,,,
390,プロモ以外プレリの為の印刷費,プレスリリースの為の印刷費,8,,,,
391,プロモ以外プレリの為の用紙代,プレスリリースの為の用紙代,8,,,,
392,プロモ以外プレリの為の運賃,プレスリリースの為の交通費,8,,,,
393,保険代振込手数料,保険代振込手数料,6,0,16,8,
394,地域予選資料の用紙代,地域NO1イベント資料の用紙代,7,3,14,2,
395,名刺代(人数),スタッフ用名刺代(○人刼+送料),9,0,1,4,
396,名刺の振込手数料,名刺振込手数料,9,0,1,8,
397,リク冊子印刷のガソリン代,リク冊子輪転,9,0,1,0,
398,リク冊子印刷のレンタカー代,リク冊子輪転,9,0,1,0,
399,リク冊子印刷の運賃,リク冊子輪転,9,0,1,0,
400,リク冊子印刷の高速料金,リク冊子輪転,9,0,1,0,
401,リク冊子印刷の駐車場代,リク冊子輪転,9,0,1,0,
402,議員交流会資料の印刷代,議員交流会資料の印刷代,5,1,4,4,
403,議員交流会で用意した備品代(内容),議員交流会の備品代(内容),4,1,4,2,
404,議員交流会の備品のレンタル代,議員交流会の備品のレンタル代,4,1,4,6,
405,議員交流会の会場費,議員交流会の会場費,4,1,4,5,
406,議員交流会会場の電気代,議員交流会会場の電気代,4,1,4,5,
407,最終場告会資料の印刷代,最終場告会資料の印刷代,5,1,14,4,
408,最終場告会の備品のレンタル代,最終場告会で使用する備品のレンタル費,4,1,14,6,
409,最終場告会の会場費,最終報告会,4,1,14,5,
410,最終場告会の備品代(内容),最終場告会で使用する備品代(内容),4,1,14,2,
411,最終場告会会場の電気代,最終場告会会場の電気代,4,1,14,5,
412,最終場告会資料印刷のガソリン代,最終場告会資料輪転,5,1,14,0,
